URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
143.0,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,63,28,0.38,0.13,18.0,0.17,7.268000000000001,18.03,117,685,2.1795620437956202,0,5.217821782178218
144.0,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,55,45,0.1,0.19,10.4,0.21,4.244000000000001,10.38,115,540,2.1685185185185185,0,5.166147455867082
145.0,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,23,17,0.15,0.12,11.8,0.21,4.804000000000001,11.76,70,341,2.126099706744868,3,5.251396648044692
146.0,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,86,33,0.45,0.14,11.1,0.18,4.512,11.12,150,845,2.101775147928994,5,5.104236718224613
147.0,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,47,26,0.29,0.11,10.2,0.19,4.156,10.2,121,653,2.1715160796324655,7,5.019277108433735
148.0,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,37,21,0.28,0.17,10.8,0.18,4.392,10.75,61,344,1.9912790697674418,4,4.794910179640719
149.0,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,61,48,0.12,0.16,10.7,0.2,4.359999999999999,10.69,134,663,2.1131221719457014,6,5.071611253196931
150.0,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,56,63,-0.06,0.13,14.2,0.2,5.76,14.22,181,910,2.0538461538461537,3,5.513513513513513
151.0,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,35,15,0.4,0.12,10.1,0.22,4.128,10.07,89,413,2.1573849878934626,4,5.087131367292225
152.0,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,31,4,0.77,0.14,11.3,0.21,4.604000000000001,11.32,52,249,2.216867469879518,0,5.249457700650759
153.0,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,29,23,0.12,0.1,10.3,0.23,4.212000000000001,10.34,120,517,2.0986460348162477,3,5.055260361317747
154.0,https://insights.blackcoffer.com/analytics-healthcare-industry/,52,36,0.18,0.22,12.2,0.26,4.984,12.18,103,402,2.300995024875622,1,5.48813056379822
155.0,https://insights.blackcoffer.com/business-analytics-textile-industry/,42,7,0.71,0.11,18.3,0.21,7.404000000000001,18.32,95,458,2.1768558951965065,1,5.211284513805523
156.0,https://insights.blackcoffer.com/big-data-marketing-reality/,51,28,0.29,0.14,12.6,0.19,5.116,12.57,104,553,1.9981916817359855,1,5.086956521739131
157.0,https://insights.blackcoffer.com/understanding-millennial-market/,28,21,0.14,0.15,15.8,0.18,6.392,15.81,60,332,2.0512048192771086,2,5.241502683363149
158.0,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,25,5,0.67,0.08,11.3,0.22,4.6080000000000005,11.34,87,397,2.18639798488665,1,5.116379310344827
159.0,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,52,13,0.6,0.18,16.1,0.23,6.532000000000001,16.14,82,355,2.1267605633802815,0,5.462199312714777
160.0,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,30,10,0.5,0.1,14.3,0.18,5.792000000000001,14.28,73,414,2.0072463768115942,0,4.803108808290156
161.0,https://insights.blackcoffer.com/digital-transformation-oil-gas/,28,25,0.06,0.14,15.6,0.28,6.352,15.56,109,389,2.2879177377892033,1,5.343465045592705
162.0,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,42,14,0.5,0.12,19.5,0.19,7.876000000000001,19.52,87,449,2.084632516703786,0,5.034974093264249
163.0,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,28,8,0.56,0.1,14.9,0.21,6.0440000000000005,14.88,76,357,2.235294117647059,0,5.539285714285715
164.0,https://insights.blackcoffer.com/role-big-data-cyber-security/,38,34,0.06,0.15,17.4,0.21,7.0440000000000005,17.41,101,470,2.3617021276595747,0,5.801966292134831
165.0,https://insights.blackcoffer.com/role-big-data-healthcare/,60,57,0.03,0.18,13.1,0.23,5.332000000000001,13.1,153,655,2.265648854961832,0,5.62406015037594
166.0,https://insights.blackcoffer.com/data-driven-dashboards/,30,11,0.46,0.09,11.6,0.14,4.696000000000001,11.64,63,454,2.079295154185022,0,5.107904642409034
167.0,https://insights.blackcoffer.com/role-big-data-academia/,74,48,0.21,0.15,11.7,0.17,4.748,11.66,143,828,2.1159420289855073,15,5.079141515761234
168.0,https://insights.blackcoffer.com/sales-forecasting-in-retail/,34,20,0.26,0.12,15.6,0.23,6.332000000000001,15.61,99,437,2.205949656750572,0,5.628407460545193
169.0,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,26,56,-0.37,0.14,11.3,0.18,4.5920000000000005,11.34,111,601,2.286189683860233,6,5.4643237486687966
170.0,https://insights.blackcoffer.com/data-exfiltration/,11,13,-0.08,0.09,11.2,0.2,4.56,11.17,53,268,2.0111940298507465,11,4.7899159663865545
171.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,10,9,0.05,0.12,13.8,0.21,5.604000000000001,13.82,32,152,2.013157894736842,0,4.8788927335640135
